,id,name,RA,Decl,V_mag,R_star,M_star,Priority,SpcType,comments,period,period_error,t0,t0_error,depth,duration,Rs_a,Mp,Rp,filler,public,tess,required_observations,done,t0_sg1,t0_error_sg1,period_sg1,period_error_sg1,duration_sg1,duration_error_sg1,Rp_sg1,comments_sg1,depth_sg1,plan_observations,rv_interested,master_disposition,observations,stellar_density,,,,,,
74,171,2005UD,19.908333333333,6.9152777777778,16,0,0,5,asteroid,"A special observation target (asteroid) proposed by Fumi Yoshida, coordinated by Norio Narita. Requested nights are 10/7, 12, 13, 20. Taku Nishiumi will observe this target under the direction by Fumi Yoshida.",0,0,0,0,0,0,0,0,0,2,1,,1,Yes,,,,,,,,,,,,,4,,,,,,,
75,679,TOI04079.01,19.980833333333,64.538052777778,12.951,0,0,5,,"EPHEMERIS ERROR: 2 min Submitted to TFOP 18 July 2021 Report: Tc: 2459413.6420433 ± 0.0006753 T14: 0.10395 ± 0.00129 days The transit fit was done considering only the 2 smallest aperture sizes to avoid flux contamination by nearby stars. An egress is detected on target, the transit seems to be flat-bottomed and mostly achromatic (g-band seems to show a deeper transit but the photometric scatter in this band is larger than the rest of the bands).",1.987226,0,2459008.246562,0,0,0.103583,0,0,0,0,1,1,1,Yes,2459008.246562,0.000416,1.987226,7.0E-6,0.1035833333,0.071,15.6,"found in faint-star QLP search; The two TRES observations yield a velocity offset of 1.31 km/s that is in phase with the photometric ephemeris and is consistent with a hot Jupiter companion with about 4 Jupiter masses. Felipe/MuSCAT2 observed an egress+60% on 20210717 in gp,rp,ip,zs and detected ~on-time ~20 ppt egresses in uncontaminated 3 target apertures. Raquel/Jose/OAUV-T50 observed an ingress on 20210715 in R and detected an ~on-time ~20 ppt event. No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/5 min) data in at least blue (U, u', B, g') *and* very red (zp, zs, Y) to check for chromaticity.""",19450,,,VPC+,1,,,,,,,
76,367,TOI01559.01,20.717416666667,48.955363888889,10.368,0,0,5,,"EPHEMERIS ERROR: 17 min First observation useless. We need a second one Second observation submitted TFOP on 17/7/2020 Report: Among ~150 stars extracted in the r=2.5’ circle, we found that the star ID=139 (23.9” SW, dT=5.8 mag, TIC 336456581) exhibits a ~10% dip almost on time in all bands, which can explain the signal found by TESS.",3.46479,0,2458764.939209,0,0,0.0420417,0,0,0,0,1,1,2,Yes,2458764.93926,0.00317,3.46479,0.00043,0.04204166667,0.311,9.2,"Rs = 2.5 RSun - large planet; The first TRES observation reveals a hot star that is rotating much too rapidly to allow precise radial velocity work. MuSCAT2 full observations from 20200707 possibly show an on-time possibly achromatic event on target in a 14 uncontaminated aperture (not submitted via email). Marshall Johnson observed an egress -56/+120 min (-0.5/+1.0 sigma) and did not make any convincing detection of an event in the target star, nor any of the nearby stars. Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.""",1150,,,PC,2,,,,,,,
77,146,HAT-P-51,21.065183333333,32.810755555556,13.4,0,0,3,,Guo. Puffy planet to search for slope of haze or hints of Na/K/TiO/VO,4.2180278,0,2456194.12204,0,0.0163,0.1403,0,0,0,0,1,,1,Yes,,,,,,,,,,,,,3,,,,,,,
78,950,TOI04515.01,21.186166666667,21.513063888889,11.938,0,0,5,,EPHEMERIS ERROR: 18min Ilaria is interested in this object with HARPS-N mass conformation WE missed the transits so we lowered the observations,15.264650727212,0,2459451.624078,0,0,0.112087,0,0,0,0,1,1,1,No,2459451.623502,0.0005315,15.2664324,1.0E-5,0.1126382049,0.053,12.4,"[P=15.2646507] period could be half (7.63 d); Allyson Bieryla observed a full on 20211025 in KeplerCam ip and detected an ~on-time ~20 ppt event in an uncontaminated 4 target aperture. We need to check the 7.63 day period. [P=7.6323254] Ferran Grau/CALOU-0m4 analyzed an (ODD @ 7.6 d) full on 20220101 in R and ruled out the 16 ppt event using an uncontaminated 10.0"" target aperture. There is an apparent ~ 2 ppt event, but I don't see a secondary in the SPOC and QLP reports. Multisector SPOC and QLP reports now confirm the original 15.3 day ephemeris, which is consistent with a non-detection in these data. [P=15.2661024] Tweak to AIJ multi-year [P=15.2664324] K. Barkaoui/LCO-CTIO-0m4 analyzed a full transit on 20221126 in ip and detected an ~on-time ~14 ppt transit using an uncontaminated 5.7"" target aperture. No more SG1 observations needed at this time.""",16456,1,"TRES (18, contributed to paper in prep), HARPS-N/GAPS (25, orbit), WINE (FEROS 1)",VPC,0,,,,,,,
79,769,TOI04081.01,21.57275,64.840008333333,11.455,0,0,1,,"Observe on December 2022, paper in prep by Hebrand. or move it to priority 5.",9.258279,0,2458995.660468,0,0,0.148375,0,0,0,0,1,1,1,No,2458995.660468,0.003597,9.258279,0.001357,0.148375,0.445,11.4,"found in faint-star QLP search; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.",2010,1,SOPHIE(Hébrard),PC,0,,,,,,,
80,838,TOI04194.01,22.26625,-8.17935,13.247,0,0,5,,"observed on 14/09. Report: We detect the transit event on target, the transit seems to be chromatic with a clearer detection in i- and zs-bands. Likely FP. This one is ready for TFOP.",1.0432995,0,2458404.822816,0,0,0.0487083,0,0,0,0,1,1,1,Yes,2458404.822816,0.003654,1.042807,1.0E-5,0.04870833333,0.313,6.5,"[P=1.0433] found in faint-star QLP search; Mourad/TRAPPIST-N observed a full on 20210907 in I+zp and ruled out a 3 ppt event over the window. QLP apparently didn't detect the event in s30, but it is clearly there in AIJ FFI analysis. The nearest period is P = 1.042807 d (1.5σ early). A longer period, P = 1.044305 (3σ late), also works and corresponds to 1 less transit period in the long TESS data gap. Bob Massey/LCO-SAAO analyzed a full on 20221026 in gp and probabl ruled out a 3.2 ppt event, but maybe detected a shallower ~2 ppt event using an uncontaminated 4.7 target aperture. Chris Stockdale/LCO-Teid-1m0 analyzed a full on 20221027 in gp and detected ruled out a 3.2 ppt event, but maybe detected a late ~1 ppt event using an uncontaminated 5.1"" target aperture K. Barkaoui/LCO-McD-1.0m analyzed a full on 20221102 in ip and detected a ~5 ppt V-shaped event using an uncontaminated 6.2"" aperture. Retired as APC/BEB.""",3260,,,BEB?,1,,,,,,,
81,1295,TOI05320.01,22.644083333333,17.254697222222,12.208,,,5,,Observed on 02/11. Report: The pre-ingress data were affected by clouds. The scatter in the light curve is too large to allow the detection of the transit event on target. We can rule out 6 stars as EBs with deep transits during the observed window.,0.3852177,0,2459497.672348,0,,0.0132917,,,,0,,1,1,Yes,2459497.672348,0.001696,0.3852177,1.3E-6,0.01329166667,0.113,6,"found in faint-star QLP search; Kim McLeod and students observed a full on 20221128 in r and cleared the field (10/10). No more observations needed, except for extreme precision (<1.0 ppt/3 min) full transits to detect the shallow, short, event on target in a red (r', R, i', I, z, Y) filter.",1260,,,CPC,2,,,,,,,
82,816,TOI04522.01,23.304425,5.64535,17.9,0,0,5,,"M&M target (P=0.36d, transit depth=46mmag) with J=14.2mag and V=18mag. Maybe a false positive, but if real is a TOI-263 planet, ideal for validation with M2 only data EPHEMERIS ERROR: 4 min PC => NEB (and retired) from SG1",0.3643225,0,2459447.841312,0,0,0.00883618,0,0,0,0,1,1,1,Yes,2459447.841312,0.0004242,0.3643225,1.56E-5,0.008836184973,0.178,7,"very short Tdur; could be on fainter M dwarf nearby; EPIC 220448185.01; Paul Benni observed a full on 20211104 in CBB and ruled out the 38 ppt event on target and detected an ~on-time 600 ppt event in T2 (TIC 369480086 T = 17.6 ΔT = 1.9 r = 7.0 W). The neighbor (TIC 369480086) that hosts this 600 ppt signal has a small TIC R* = 0.17 Rs, so the companion would have a radius of ~14 Re, so might still be planetary. Retired as NPC.""",38217,,,NPC,1,,,,,,,
83,767,TOI03638.01,23.44275,17.826630555556,13.502,0,0,3,,"EPHEMERIS ERROR: 2h 32min TTF Comments: PC. The field was cleared.We'll get an undated ephemeris from s42. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.""""",4.9258489,0,2458785.285561,0,0,0.0564583,0,0,0,0,1,1,1,No,2459475.166097,0.0014986,4.9277304,0.0002838,0.07455064176,0.399,10.8,"[P=4.9258490] found in faint-star QLP search; Phil Evans observed a nominal full (e-237, i + 240; -1.6 / +1.6σ) on 20210927 but failed to detect any transit during the session. The field was cleared.We'll get an undated ephemeris from s42. [P=4.9277304] Mason McCormack/PAO observed a full on 20220917 in R and detected an asymmetric ~on-time ~15 ppt event using a contaminated (T2, 0.4, dmag=1.105) 8.9"" target aperture. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.""",11303,,,VPC-?,0,,,,,,,
84,903,TOI04007.01,23.655666666667,62.325516666667,13.1,0,0,5,,"Special target proposed by Noriharu. Hot Jupiter around a hot star. For observing setting, see instruction by Noriharu circulated on Nov. 19, 2021. Observed on 26/11. Report: We restricted the aperture size to avoid flux contamination from a faint nearby star. We detect a transit event on target with a target aperture of 4.3 arcsec, the transit seems to be achromatic.",4.543204,0,2459001.875355,0,0,0.1555,0,0,0,0,1,1,1,Yes,2459001.875356,0.001362,4.543243,4.8E-5,0.1554583333,0.142,13,"[P=4.5432040] found in faint-star QLP search; Aviad, Tsevi, Shay, and Avraham report from 64 Gaia data points (3 in-transit), a 14 ppt event on-target. Felipe Murgas/MuSCAT2 observed a full on 20221126 in gp,rp,ip,zs and detected a ~11 min. late 12.29, 12.40, 11.61, 11.12 ppt event using an uncontaminated 4.35 target aperture. [P=4.543243] On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.""",12310,,,VPC+,1,,,,,,,
85,906,TOI03674.01,23.877125,50.9878,13.813,0,0,3,,EPHEMERIS ERROR: 13min TTF Comments: VPC: found in faint-star QLP search,"The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris or in a blue (U, u', B, g') filter to check chromaticity. Multi-band observations preferred.""""",4.4622526,0,2458811.766821,0,0,0.138458,0,0,0,0,1,1,1,No,2458811.76682,0.004158,4.461934,5.0E-5,0.1384583333,0.349,13.3,"[P=4.4622530] found in faint-star QLP search; Allyson Bieryla/KeplerCam observed a full on 20211107 in ip and detected a 74 min (0.03σ) early 8.0 ppt event on target using an uncontaminated 2.7 target aperture. [P=4.461934 The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris or in a blue (U, u', B, g') filter to check chromaticity. Multi-band observations preferred.""",9540,,,VPC,0,,,,,,
86,1351,TOI05315.01,24.29975,16.018722222222,16.892,,,2,,M&Ms target,2.4704071,0,2459493.470036,0,,0.0395,,,,0,,1,1,No,2459493.470036,1.94E-5,2.4700384,9.0E-7,0.0395,0,17.2,"[P=2.4704071] found in faint-star QLP search; Paul Benni/ASP observed a nominal full on 20220924 in CBB and detected an 76 min (n/a σ) early 46 ppt egress using an uncontaminated 6.0 target aperture. G. Mourad /TRAPPIST-North observed a post-egress on 202208427 in I+z and NO event was detected. This is consistent with the 76 min early event detected by Paul Benni. Apparent large ETV/TTVs. [P=2.4700384] K. Barkaoui/SPECULOOS-North-1.0 and SPECULOOS-S observed a full on 20221114 in I+z, zp, rp and detected 40-50ppt using an uncontaminated 1.8""-4.6"" apertures. Chromaticity unclear. Will need (Rp/R*)^2 values with band-specific LD pars to get better idea. No more observations needed, except for a full transit in a blue (U, u', B, g') filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations preferred.""",41450,,,VPC,0,,,,,,,
87,830,TOI04541.01,26.3085,3.5136388888889,10.63,0,0,5,,"EPHEMERIS ERROR: 15 min USP TTF Comments: This is a metal poor F star with 89 observations spanning 38 years in the CfA archives, 77 obtained with the CfA Digital Speedometers and now 11 with TRES. Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter."" Observations on 13/11/2021 useless due to weather Observations 22/11/2021 Bad due to weather Observations 17/12/2021 Report: The egress is not detected with significance in g- and r-bands. There is a tentative detection in zs-band. No evidence for EBs with deep transits for Star ID 4 and 3. This target has to faint reference stars and so we lowered the priority. Data on 05/11. are useless due to weather""",1.1339201,0,2459471.10117,0,0,0.03025,0,0,0,0,1,1,4,No,2459471.10117,0.0033212,1.1339201,0.0002551,0.03025,0.296,,"DR3 parallax ~ 0.3; possibly small planet; SB with ~6600 day period; no radii; DaveL: This is a metal poor F star with 89 observations spanning 38 years in the CfA archives, 77 obtained with the CfA Digital Speedometers and now 11 with TRES. The Carney-Latham Proper-Motion Survey assigned a metallicity of [m/H] = -1.5, so that explains the hot temperature reported by the quick-look classification, which assumes solar metallicity. There is an orbital solution with a period of 6384 days and eccentricity of 0.757. The source of the TESS transit events with P=1.133 could conceivably be due to a planet orbiting the primary star, but a more likely scenario might be a triple system with the unseen companion in the outer orbit being a short-period eclipsing binary. Felipe Murgas/MuSCAT2 observed a defocused egress (+66.9 min) on 20211217 in gp,rp,zs and tentatively detected an on-time 2.29 (4x too deep) ppt egress (zs-band) on target and ruled out 2 out of 13 neighbors over the window. Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.",540,,,APC,3,,,,,,,
88,1362,TOI05326.01,26.453666666667,10.2534,12.224,,,3,,,3.133469,0,2459493.482375,0,,0.0941667,,,,0,,1,1,No,2459493.482375,0.0021571,3.133469,0.0002958,0.09416666667,0.293,9.1,"found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.",3000,,,PC,0,,,,,,,
89,707,TOI04003.01,26.46225,63.924716666667,13.9,0,0,3,,"EPHEMERIS ERROR: 13 min TTF Comments: VPC Multi-band or alternating filter observations including a blue (U, u', B, g') and red (r', R, i', I, z, Y) filter are preferred for a simultaneous chromaticity check.""""",3.960696,0,2459001.943405,0,0,0.139958,0,0,0,0,1,1,1,No,2459001.943405,0.0022,3.960696,8.0E-5,0.1399583333,0.27,10.6,"found in faint-star QLP search; CTOI from Olmschenk et al. (2021); Aviad Panahi, Tsevi Mazeh, and Shay Zucker report from 67 Gaia data points (2 in-transit), a 11 ppt event on-target. The next observation should be in a red (r', R, i', I, z, Y) filter to refine the timing of the transit on target. Multi-band or alternating filter observations including a blue (U, u', B, g') and red (r', R, i', I, z, Y) filter are preferred for a simultaneous chromaticity check.",5880,,,VPC,0,,,,,,,
90,150,WASP-76,26.6327375,2.7005444444444,9.89,1.73,0,3,,Guo. Puffy planet to search for slope of haze or hints of Na/K/TiO/VO. Please rotate FOV to put target and reference on the diagonal line. Reference is 7.2 arcmin away!,1.809886,1.0E-6,2456107.85507,0.00034,0.0119,0.1539,0.2437,0.92,1.83,0,1,,1,No,,,,,,,,,,,,,0,,,,,,,
91,158,WASP-76_SE,26.6327375,2.7005444444444,9.89,1.73,0,5,,"Enric, Roi. S. Eclipse. Please rotate FOV to put target and reference on the diagonal line. Reference is 7.2 arcmin away!",1.809886,1.0E-6,2456108.7600133,0.00034,0.0119,0.1539,0.2437,0.92,1.83,0,1,,1,Yes,,,,,,,,,,,,,3,,,,,,,
92,184,WD0146+187,27.236666666667,19.007694444444,15.6,0,0,5,,Pablo Program. This targets needs 2 time slots of 2 hours each.,0,0,0,0,0,0,0,0,0,1,1,,2,Yes,,,,,,,,,,,,,2,,,,,,,
93,722,TOI04021.01,28.657708333333,64.56985,11.695,0,0,3,,EPHEMERIS ERROR: 11 min TTF Comments: PC: found in faint-star QLP search,"Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."" Transit detected on target by SG1""",5.117609,0,2459001.069047,0,0,0.0689583,0,0,0,0,1,1,1,No,2459001.069047,0.001839,5.117609,8.3E-5,0.06895833333,0.769,13.8,"[P=5.117495] found in faint-star QLP search; The two TRES observations yield a velocity offset of 1.003 km/s that is in phase with the photometric ephemeris and is consistent with a companion of about 5 Jupiter masses, but the velocity offset (and other stellar parameters) are rather uncertain due to the rapid rotation. Paul Benni observed a full on 20210904 in Rc and possibly detected a 30 min (3σ) late ~3 ppt transit on target. [P= 5.117694] Allyson Bieryla/KeplerCam observed a full on 20211130 in ip and detected a 13 min (1.0σ) early ~2 ppt event on the target using an uncontaminated 4.0 target aperture. [P=5.117609] The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris. Multi-band observations preferred.""",3350,1,"TRES(13, Rodriguez, stopped)",VPC?,0,,,,,,
94,361,TOI01598.01,28.660333333333,37.005041666667,9.145,0,0,5,,"READ BELOW. FOCUS AND SATURATE !!! First observation (4/1/2020) useless due to dome. We need a second observation I've had a look at the TOI 1598.01 observations from 26.01.2020. The transit is way too shallow for us to detect even in optimal weather and we cannot clear the field since the observations were optimized to observe the target (strong defocus) that makes the photometry from the nearby stars useless. -> Useless data, no need to send to TFOP. If we want to observe this target again, the observer should use good focus and allow the target to saturate so that we can check the possible blends.",1.103694,0,2458791.620483,0,0,0.0381667,0,0,0,0,1,1,3,Yes,2458791.62051,0.001201,1.103694,9.8E-5,0.03495725,0.092,3.8,"Low Signal-to-Noise; SAFFIs do not show an obvious event on or off target. BobM analyzed a full on 20200930 in 1m0 zs and cleared all NEB candidates over an egress-135/ingress+160 min (-3.0/+3.6σ) window. There are no similar brightness comp stars in the full 26'x26 FOV, so there's no chance we can confirm that this low SNR event is real. John Kielkopf observed a full on 20201011 in rp and confirmed the cleared field. Retired as CPC.",462,1,"SOPHIE(Hébrard), FIES(Buchhave), FOCES(Steuer)",CPC,3,,,,,,,
95,31,XZ And,29.214666666667,42.100602777778,10,0,0,5,A4IV,"Peter. Eclipsing binary for testing the precision of the eclipse time determined from mmag photometry. Preparation for circumbinary planet searching using ETVs. Now I need only 1 eclipse. 4 hours of observation, mid-eclipse +- 2 hours.",1.3572847,0,2452500.714,0,0,0.158,0,0,0,0,1,,1,No,,,,,,,,,,,,,0,,,,,,,
96,890,TOI04074.01,29.423375,63.904588888889,13.15,0,0,5,,"Observed on 14/10. Report: The target star has a star closeby that made the transit fit difficult. We detect a transit event but the target aperture is contaminated by the flux of this nearby star (star ID 16), tests for the fit done with smaller apertures do not deliver good results (i.e., transit not visible, too many systematics) since the stars are pretty much blended. We can only say that the transit occurs either in the target star or star ID 16.",3.217466,0,2459005.312765,0,0,0.131417,0,0,0,0,1,1,1,Yes,2459005.312765,0.001872,3.217466,5.6E-5,0.1314166667,0.415,16.4,"[P=3.2175520] Same signal as TOI-4020.01, which has been reported as a phantom and retired as an FA. found in faint-star QLP search; Jordi Lopesino/Ferran Grau/StPere-0m3 analyzed a full on 20211206 in R and detected a 21 min (1.5σ) early ~8 ppt event using 9.5 target aperture that is contaminated with T2 (TIC 628103718 T = 13.254 ΔT = 0.570 r = 2.76""). [P=3.217466] No more observations needed, except for focused high precision full transits in a red (r', R, i', I, z) filter to separate the 2.8"" neighbor and determine the source of the event.""",10620,,,VPC-,1,,,,,,,
97,933,TOI03660.01,29.513916666667,41.220247222222,13.326,0,0,3,,"EPHEMERIS ERROR: 30 min The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') and/or very red (zp, zs, Y) filter to check chromaticity. Multi-band observations preferred.",3.949187,0,2458810.022883,0,0,0.059,0,0,0,0,1,1,1,No,2458810.022883,0.001374,3.949187,5.0E-5,0.059,0.173,15.3,"[P=3.9491380] found in faint-star QLP search; Paul Benni/ASP observed a full on 20211130 in rp and detected an 13 min (0.08σ) late 10 ppt event (maybe 30 min longer) using uncontaminated 6.2 target apertures. [P=3.949187] Phill Reed/CRCAO-KU observed a full on 20211114 in R and detected an on-time 8-10 ppt event on the target using an uncontaminated 7.9"" target aperture. AdamP/SUTO-Otivar-0m3 observed a full on 20220716 in 0m3 B and likely detected ~10 min. late, 10 min longer, ~12 ppt transit using 6.16"" uncontaminated aperture. Paul Benni/ASP observed a full on 20220918 in gp and detected an ~on-time 10 ppt event using uncontaminated 6.0"" target apertures. On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.""",10080,,,VPC+,0,,,,,,,
98,180,185-005862,29.684166666667,2.4637777777778,15.9,0,0,5,K,"Felipe/Enric. Target for QES. Data analyzed. Two transits, and sent to the QES collaboration to be included in the discovery paper.",0.8998841,0,2458453.711913,0,9,0.0695,0,0,0,0,1,,1,Yes,,,,,,,,,,,,,2,,,,,,,
99,884,TOI03657.01,30.002916666667,38.52975,13.165,0,0,3,,EPHEMERIS ERROR: 1h 45min TTF Comments: VPC: found in faint-star QLP search,"The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') or very red (zp, zs, Y) filter to refine the check on chromaticity. Multi-band observations preferred.""""",4.0903496,0,2458810.453418,0,0,0.113542,0,0,0,0,1,1,1,No,2458810.453418,0.001033,4.08994,0.00041,0.1135416667,0.215,14.4,"[P=4.09035] found in faint-star QLP search; Allyson Bieryla observed a nominal full on 20210907 in KeplerCam ip and detected an ~95 min (1σ) early ~32 ppt event in an uncontaminated 1.3 target aperture. The depth is apparently 2x QLP. [P= 4.08994] AdamP/SUTO-Otivar-0m3 observed a full on 20220824 in 0m3 B and detected 17 min earlier 16 ppt transit using 7.53"" aperture. The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z, Y) filter to check the depth on target. Multi-band or blue (U, u', B, g') filter observations preferred for a simultaneous refined chromaticity check.""",13690,,,VPC,0,,,,,,
100,236,TOI00390.01,30.114458333333,-4.9856833333333,10.3,0,0,5,,"nearby star is 6 mag fainter; TG Tan observed an egress+50% on 20190215 in Rc. [Depth revised to from 10 to 2.6 ppt from QLP plots]. At the 2.6 ppt level, TG's high airmass results are inconclusive. Pablo Lewin observed a full on 20190208 in V and were inconclusive at the 2.6 ppt level. The next observation should attempt a high precision (<1.0ppt/min) full transit in a red (i', I, z) filter to attempt a firm detection of the TESS reported event. If possible, also observe simultaneously in a blue (U, u', B, g') filter to check for chromaticity. Submitted to TFOp 25/Sep 2019 Tees comments: Retired as NEB",1.470332,0,2458424.1371,0,0,0.0567,0,0,0,0,1,1,1,Yes,2458412.374564,0.000777,1.470258,7.9E-5,0.05739041667,0.065,8.7,"nearby star is 6 mag fainter; MuSCAT2 Team observed an ingress 20190823 in g, r, and zs. An apparent ingress in zs, but overall inconclusive. TG Tan observed an egress+50% on 20190215 in Rc. [Depth revised to from 10 to 2.6 ppt from QLP plots]. At the 2.6 ppt level, TG's high airmass results are inconclusive. Pablo Lewin observed a full on 20190208 in V and were inconclusive at the 2.6 ppt level. Dennis Conti observed a full on 20190913 in zs and did not detect an event on target using a 3.5 or 1.9"" aperture. The field was cleared except for the neighbor 6"" W. As it turns out, the 6"" W neighbor is an NEB. The SPOC centroid data support this finding. Retired as NEB.""",2587,1,"MINERVA-Australis (13), CHIRON-Wong, PFS-Wong (14)",NEB,2,,,,,,,
101,896,TOI04642.01,30.884666666667,6.8158694444444,14.75,0,0,2,,M&Ms target,3.602095,0,2459449.129554,0,0,0.043023,0,0,0,0,1,1,1,No,2459449.129554,0.0024414,3.6022377,0.0003135,0.04302300004,0.517,1.2,"[P=3.6022377] low SNR; K. Barkaoui/LCO-SSO-1m0 analyzed a gapped ingress + 70% on 20211201 in ip and detected a 7 min (0.5σ) early ~3 ppt ingress using an uncontaminated 5.1 target aperture. [P=3.6020638] Rick Schwarz/LCO-CTIO-1m0 analyzed a full on 20211205 in ip and detected a 8 min (0.6σ) late 2.2 ppt transit using an uncontaminated 4.3"" target aperture (Possible stellar flare mid-transit?). This would be back at the original ephemeris. [P=3.6022377] Nicole Schanche/SAINT-EX observed a full on 20211205 in rp and detected an ~on-time ~2 ppt event on target, although affected by an apparent flare mid-transit. K. Barkaoui/SPECULOOS-South analyzed a full on 20211204 in rp and detected a ~2 ppt event on the target using an uncontaminated 3.2"" target aperture. Rick Schwarz/LCO-CTIO-1m0 analyzed a full on 20211223 in ip and detected an on-time ~2 ppt transit using an uncontaminated 4.7"" target aperture. Rick Schwarz/LCO-McD-1m0 analyzed a full on 20211223 in ip and detected an on-time ~2 ppt transit using an uncontaminated 5.1"" target aperture. On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.""",2230,,,VPC,0,,,,,,,
102,157,HAT-P-32b_SE,31.04285,46.687836111111,10.64,0,0,5,,"CHEOPS, SE",2.150008,0,2454421.521374,0,0,0.1295,0,0,0,0,1,,1,Yes,,,,,,,,,,,,,1,,,,,,,
103,1289,TOI04643.02,32.217958333333,4.3069277777778,12.324,,,2,,"Multi-planet system, validation of the .01 planet in prep (contact Emma) TTV target proposed by Akihiko. FOV: https://drive.google.com/file/d/1_99bXvXT7yaAh3wo3NhtcTQtMzOKXbsI/view?usp=sharing Focus: slightly defocus",10.738693092168,0,2458415.856148,0,,0.0557241,,,,0,,1,10,No,2458415.856148,0.0023943,10.7386931,3.89E-5,0.05572406827,1.232,1.4,"potential multi; low SNR; Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.",772,,,PC,0,,,,,,,
104,895,TOI04643.01,32.217958333333,4.3069277777778,12.324,0,0,2,,TTV target proposed by Akihiko. FOV: https://drive.google.com/file/d/1_99bXvXT7yaAh3wo3NhtcTQtMzOKXbsI/view?usp=sharing Focus: slightly defocus,5.0264096072466,0,2459451.700418,0,0,0.0687132,0,0,0,0,1,1,10,No,2459451.700418,0.0037588,5.0256438,1.71E-5,0.07663735528,1.043,1.4,"low SNR; Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.",655,,,PC,0,,,,,,,
105,1400,TOI05302.01,32.249208333333,8.0572,14.009,,,3,,,4.2417694,0,2459490.634183,0,,0.0763333,,,,0,,1,1,No,2459490.634183,0.0010595,4.2417694,0.0002136,0.07633333333,0.265,11.6,"found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.",18430,,,PC,0,,,,,,,
106,910,TOI04354.01,32.671166666667,-0.67888333333333,10.743,0,0,3,,EPHEMERIS ERROR: 9min TTF Comments: PC: Odd events look real,evens don't. Scattered light. Some centroid offset.,"Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.""""",10.630616538875,0,2458417.574247,0,0,0.078531,0,0,0,0,1,1,1,No,2458417.574247,0.002256,10.630617,5.5E-5,0.07853104167,0.684,2.8,"Odd events look real; evens don't. Scattered light. Some centroid offset.; Roberto Zambelli /KarenC/ LCO-MCD-1m0 / analyzed fulls on 20211115 and 20211014 in ip. The data were inconclusive at the 775 ppm level due to the rough skies. KarenC /HowieR/ LCO-CTIO-1m0 analyzed a (SPOC ODD) full (> +/-3σ) on 20220829 in ip and apparently ruled out a 0.8 ppt event on-target. The SPOC even events do not appear to occur in the SPOC light curve, suggesting a 2x period. However, these observations are on the same phase as the SPOC odd detection. SPOC centroids rule out NEBs beyond about ~70 arcsec, but the NEBcheck from these data rules out all NEBs. No more observations needed, except for extreme precision (<0.5 ppt/10 min) full transits to detect the shallow event on target in a red (r', R, i', I, z, Y) filter.",775,,,CPC,0,,,,,
107,1339,TOI04637.01,33.264833333333,19.402666666667,11.201,,,3,,,14.354058323587,0,2459451.613,0,,0.104677,,,,0,,1,1,No,2459451.613,0.0033137,14.35875,0.0018017,0.1046772044,0.641,2.8,"[P=14.3540583] Significant odd-even; possible EB; Rick Schwarz/LCO-CTIO-1m0 analyzed a nominal full (e-240/i+225; -3.5/+3.3σ) on 20220902 in zs and possibly detected a 176 min late (2.6σ) 1.4 ppt ingress using an uncontaminated 5.1 target aperture and cleared 8/8 neighbors to 2.5'. There is a possible ~70 min early event too, but it is at high airmass. [P=14.3587500] The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z, Y) filter to attempt a firm detection of the event on target at the revised ephemeris.""",1053,,,PC,0,,,,,,,
